Relationship, Support, Confidence, Lift, Leverage, Conviction
"{51657, 24746}' -> '{95398, 7190}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{51657, 95398}' -> '{24746, 7190}", 0.022606, 0.885714, 37.181924, 0.021998, 8.541565
"{51657, 7190}' -> '{24746, 95398}", 0.022606, 0.920792, 37.138614, 0.021997, 12.311983
"{24746, 95398}' -> '{51657, 7190}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{24746, 7190}' -> '{51657, 95398}", 0.022606, 0.948980, 37.181924, 0.021998, 19.099757
"{95398, 7190}' -> '{51657, 24746}", 0.022606, 0.911765, 37.138614, 0.021997, 11.055096
"{51657, 24746, 95398}' -> '{7190}", 0.022606, 0.939394, 36.806349, 0.021992, 16.078877
"{51657, 24746, 7190}' -> '{95398}", 0.022606, 0.978947, 36.948527, 0.021994, 46.241490
"{51657, 95398, 7190}' -> '{24746}", 0.022606, 0.939394, 37.160256, 0.021997, 16.082887
"{24746, 95398, 7190}' -> '{51657}", 0.022606, 0.968750, 37.247079, 0.021999, 31.167719
"{12305}' -> '{88631, 95398, 7190}", 0.022363, 0.597403, 25.870677, 0.021498, 2.426514
"{95398}' -> '{12305, 7190, 88631}", 0.022363, 0.844037, 36.551231, 0.021751, 6.263705
"{7190}' -> '{12305, 95398, 88631}", 0.022363, 0.876190, 37.548413, 0.021767, 7.888448
"{88631}' -> '{12305, 95398, 7190}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{12305, 95398}' -> '{7190, 88631}", 0.022363, 0.867925, 36.435117, 0.021749, 7.391069
"{12305, 7190}' -> '{95398, 88631}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{12305, 88631}' -> '{95398, 7190}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{95398, 7190}' -> '{12305, 88631}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{95398, 88631}' -> '{12305, 7190}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{7190, 88631}' -> '{12305, 95398}", 0.022363, 0.938776, 36.435117, 0.021749, 15.912494
"{12305, 95398, 7190}' -> '{88631}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{12305, 95398, 88631}' -> '{7190}", 0.022363, 0.958333, 37.548413, 0.021767, 23.387457
"{12305, 7190, 88631}' -> '{95398}", 0.022363, 0.968421, 36.551231, 0.021751, 30.827661
"{88631, 95398, 7190}' -> '{12305}", 0.022363, 0.968421, 25.870677, 0.021498, 30.481282
"{51657}' -> '{88631, 95398, 7190}", 0.022363, 0.859813, 37.234432, 0.021762, 6.968611
"{95398}' -> '{51657, 7190, 88631}", 0.022363, 0.844037, 36.940074, 0.021757, 6.265263
"{7190}' -> '{51657, 95398, 88631}", 0.022363, 0.876190, 37.548413, 0.021767, 7.888448
"{88631}' -> '{51657, 95398, 7190}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{51657, 95398}' -> '{7190, 88631}", 0.022363, 0.876190, 36.782119, 0.021755, 7.884522
"{51657, 7190}' -> '{95398, 88631}", 0.022363, 0.910891, 37.852585, 0.021772, 10.952169
"{51657, 88631}' -> '{95398, 7190}", 0.022363, 0.938776, 37.863946, 0.021772, 15.928374
"{95398, 7190}' -> '{51657, 88631}", 0.022363, 0.901961, 37.863946, 0.021772, 9.957025
"{95398, 88631}' -> '{51657, 7190}", 0.022363, 0.929293, 37.852585, 0.021772, 13.795645
"{7190, 88631}' -> '{51657, 95398}", 0.022363, 0.938776, 36.782119, 0.021755, 15.916464
"{51657, 95398, 7190}' -> '{88631}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{51657, 95398, 88631}' -> '{7190}", 0.022363, 0.958333, 37.548413, 0.021767, 23.387457
"{51657, 7190, 88631}' -> '{95398}", 0.022363, 0.978723, 36.940074, 0.021757, 45.754738
"{88631, 95398, 7190}' -> '{51657}", 0.022363, 0.968421, 37.234432, 0.021762, 30.843055
"{12305}' -> '{92490, 95398, 88631}", 0.022363, 0.597403, 26.145897, 0.021507, 2.427117
"{92490}' -> '{12305, 95398, 88631}", 0.022363, 0.867925, 37.194182, 0.021761, 7.394750
"{95398}' -> '{12305, 92490, 88631}", 0.022363, 0.844037, 36.551231, 0.021751, 6.263705
"{88631}' -> '{12305, 92490, 95398}", 0.022363, 0.901961, 36.739274, 0.021754, 9.949587
"{12305, 92490}' -> '{95398, 88631}", 0.022363, 0.884615, 36.760684, 0.021754, 8.458110
"{12305, 95398}' -> '{92490, 88631}", 0.022363, 0.867925, 36.810737, 0.021755, 7.392909
"{12305, 88631}' -> '{92490, 95398}", 0.022363, 0.929293, 37.117584, 0.021760, 13.788770
"{92490, 95398}' -> '{12305, 88631}", 0.022363, 0.893204, 37.117584, 0.021760, 9.138308
"{92490, 88631}' -> '{12305, 95398}", 0.022363, 0.948454, 36.810737, 0.021755, 18.900145
"{95398, 88631}' -> '{12305, 92490}", 0.022363, 0.929293, 36.760684, 0.021754, 13.785332
"{12305, 92490, 95398}' -> '{88631}", 0.022363, 0.910891, 36.739274, 0.021754, 10.943985
"{12305, 92490, 88631}' -> '{95398}", 0.022363, 0.968421, 36.551231, 0.021751, 30.827661
"{12305, 95398, 88631}' -> '{92490}", 0.022363, 0.958333, 37.194182, 0.021761, 23.381623
"{92490, 95398, 88631}' -> '{12305}", 0.022363, 0.978723, 26.145897, 0.021507, 45.240640
"{51657}' -> '{92490, 95398, 88631}", 0.022363, 0.859813, 37.630543, 0.021768, 6.970345
"{92490}' -> '{51657, 95398, 88631}", 0.022363, 0.867925, 37.194182, 0.021761, 7.394750
"{95398}' -> '{51657, 92490, 88631}", 0.022363, 0.844037, 36.940074, 0.021757, 6.265263
"{88631}' -> '{51657, 92490, 95398}", 0.022363, 0.901961, 36.739274, 0.021754, 9.949587
"{51657, 92490}' -> '{95398, 88631}", 0.022363, 0.893204, 37.117584, 0.021760, 9.138308
"{51657, 95398}' -> '{92490, 88631}", 0.022363, 0.876190, 37.161316, 0.021761, 7.886485
"{51657, 88631}' -> '{92490, 95398}", 0.022363, 0.938776, 37.496334, 0.021766, 15.924404
"{92490, 95398}' -> '{51657, 88631}", 0.022363, 0.893204, 37.496334, 0.021766, 9.140584
"{92490, 88631}' -> '{51657, 95398}", 0.022363, 0.948454, 37.161316, 0.021761, 18.904861
"{95398, 88631}' -> '{51657, 92490}", 0.022363, 0.929293, 37.117584, 0.021760, 13.788770
"{51657, 92490, 95398}' -> '{88631}", 0.022363, 0.910891, 36.739274, 0.021754, 10.943985
"{51657, 92490, 88631}' -> '{95398}", 0.022363, 0.978723, 36.940074, 0.021757, 45.754738
"{51657, 95398, 88631}' -> '{92490}", 0.022363, 0.958333, 37.194182, 0.021761, 23.381623
"{92490, 95398, 88631}' -> '{51657}", 0.022363, 0.978723, 37.630543, 0.021768, 45.777587
"{51657}' -> '{12305, 92490, 88631}", 0.022363, 0.859813, 37.234432, 0.021762, 6.968611
"{92490}' -> '{51657, 12305, 88631}", 0.022363, 0.867925, 37.585700, 0.021768, 7.396590
"{12305}' -> '{51657, 92490, 88631}", 0.022363, 0.597403, 26.145897, 0.021507, 2.427117
"{88631}' -> '{51657, 92490, 12305}", 0.022363, 0.901961, 36.739274, 0.021754, 9.949587
"{51657, 92490}' -> '{12305, 88631}", 0.022363, 0.893204, 37.117584, 0.021760, 9.138308
"{51657, 12305}' -> '{92490, 88631}", 0.022363, 0.884615, 37.518636, 0.021767, 8.462324
"{51657, 88631}' -> '{12305, 92490}", 0.022363, 0.938776, 37.135793, 0.021760, 15.920434
"{12305, 92490}' -> '{51657, 88631}", 0.022363, 0.884615, 37.135793, 0.021760, 8.460217
"{92490, 88631}' -> '{51657, 12305}", 0.022363, 0.948454, 37.518636, 0.021767, 18.909577
"{12305, 88631}' -> '{51657, 92490}", 0.022363, 0.929293, 37.117584, 0.021760, 13.788770
"{51657, 92490, 12305}' -> '{88631}", 0.022363, 0.910891, 36.739274, 0.021754, 10.943985
"{51657, 92490, 88631}' -> '{12305}", 0.022363, 0.978723, 26.145897, 0.021507, 45.240640
"{51657, 12305, 88631}' -> '{92490}", 0.022363, 0.968421, 37.585700, 0.021768, 30.850753
"{12305, 92490, 88631}' -> '{51657}", 0.022363, 0.968421, 37.234432, 0.021762, 30.843055
"{51657}' -> '{24746, 95398, 88631}", 0.022363, 0.859813, 37.234432, 0.021762, 6.968611
"{24746}' -> '{51657, 95398, 88631}", 0.022363, 0.884615, 37.909455, 0.021773, 8.464430
"{95398}' -> '{51657, 24746, 88631}", 0.022363, 0.844037, 36.940074, 0.021757, 6.265263
"{88631}' -> '{51657, 24746, 95398}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{51657, 24746}' -> '{95398, 88631}", 0.022363, 0.910891, 37.852585, 0.021772, 10.952169
"{51657, 95398}' -> '{24746, 88631}", 0.022363, 0.876190, 37.161316, 0.021761, 7.886485
"{51657, 88631}' -> '{24746, 95398}", 0.022363, 0.938776, 37.863946, 0.021772, 15.928374
"{24746, 95398}' -> '{51657, 88631}", 0.022363, 0.901961, 37.863946, 0.021772, 9.957025
"{24746, 88631}' -> '{51657, 95398}", 0.022363, 0.948454, 37.161316, 0.021761, 18.904861
"{95398, 88631}' -> '{51657, 24746}", 0.022363, 0.929293, 37.852585, 0.021772, 13.795645
"{51657, 24746, 95398}' -> '{88631}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{51657, 24746, 88631}' -> '{95398}", 0.022363, 0.978723, 36.940074, 0.021757, 45.754738
"{51657, 95398, 88631}' -> '{24746}", 0.022363, 0.958333, 37.909455, 0.021773, 23.393291
"{24746, 95398, 88631}' -> '{51657}", 0.022363, 0.968421, 37.234432, 0.021762, 30.843055
"{12305}' -> '{24746, 95398, 88631}", 0.022363, 0.597403, 25.870677, 0.021498, 2.426514
"{24746}' -> '{12305, 95398, 88631}", 0.022363, 0.884615, 37.909455, 0.021773, 8.464430
"{95398}' -> '{12305, 24746, 88631}", 0.022363, 0.844037, 36.940074, 0.021757, 6.265263
"{88631}' -> '{12305, 24746, 95398}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{12305, 24746}' -> '{95398, 88631}", 0.022363, 0.910891, 37.852585, 0.021772, 10.952169
"{12305, 95398}' -> '{24746, 88631}", 0.022363, 0.867925, 36.810737, 0.021755, 7.392909
"{12305, 88631}' -> '{24746, 95398}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{24746, 95398}' -> '{12305, 88631}", 0.022363, 0.901961, 37.481481, 0.021766, 9.954545
"{24746, 88631}' -> '{12305, 95398}", 0.022363, 0.948454, 36.810737, 0.021755, 18.900145
"{95398, 88631}' -> '{12305, 24746}", 0.022363, 0.929293, 37.852585, 0.021772, 13.795645
"{12305, 24746, 95398}' -> '{88631}", 0.022363, 0.929293, 37.481481, 0.021766, 13.792208
"{12305, 24746, 88631}' -> '{95398}", 0.022363, 0.978723, 36.940074, 0.021757, 45.754738
"{12305, 95398, 88631}' -> '{24746}", 0.022363, 0.958333, 37.909455, 0.021773, 23.393291
"{24746, 95398, 88631}' -> '{12305}", 0.022363, 0.968421, 25.870677, 0.021498, 30.481282
"{12305}' -> '{51657, 24746, 7190}", 0.022363, 0.597403, 25.870677, 0.021498, 2.426514
"{24746}' -> '{12305, 51657, 7190}", 0.022363, 0.884615, 37.135793, 0.021760, 8.460217
"{51657}' -> '{12305, 24746, 7190}", 0.022363, 0.859813, 37.234432, 0.021762, 6.968611
"{7190}' -> '{12305, 24746, 51657}", 0.022363, 0.876190, 36.782119, 0.021755, 7.884522
"{12305, 24746}' -> '{51657, 7190}", 0.022363, 0.910891, 37.103029, 0.021760, 10.946713
"{12305, 51657}' -> '{24746, 7190}", 0.022363, 0.884615, 37.135793, 0.021760, 8.460217
"{12305, 7190}' -> '{51657, 24746}", 0.022363, 0.901961, 36.739274, 0.021754, 9.949587
"{51657, 24746}' -> '{12305, 7190}", 0.022363, 0.910891, 36.739274, 0.021754, 10.943985
"{24746, 7190}' -> '{12305, 51657}", 0.022363, 0.938776, 37.135793, 0.021760, 15.920434
"{51657, 7190}' -> '{12305, 24746}", 0.022363, 0.910891, 37.103029, 0.021760, 10.946713
"{12305, 24746, 51657}' -> '{7190}", 0.022363, 0.938776, 36.782119, 0.021755, 15.916464
"{12305, 24746, 7190}' -> '{51657}", 0.022363, 0.968421, 37.234432, 0.021762, 30.843055
"{12305, 51657, 7190}' -> '{24746}", 0.022363, 0.938776, 37.135793, 0.021760, 15.920434
"{51657, 24746, 7190}' -> '{12305}", 0.022363, 0.968421, 25.870677, 0.021498, 30.481282
"{24746}' -> '{88631, 95398, 7190}", 0.022120, 0.875000, 37.892105, 0.021536, 7.815265
"{95398}' -> '{24746, 7190, 88631}", 0.022120, 0.834862, 36.931439, 0.021521, 5.918665
"{7190}' -> '{24746, 95398, 88631}", 0.022120, 0.866667, 37.531228, 0.021530, 7.326811
"{88631}' -> '{24746, 95398, 7190}", 0.022120, 0.892157, 38.232639, 0.021541, 9.056349
"{24746, 95398}' -> '{7190, 88631}", 0.022120, 0.892157, 37.452381, 0.021529, 9.051841
"{24746, 7190}' -> '{95398, 88631}", 0.022120, 0.928571, 38.587302, 0.021546, 13.663101
"{24746, 88631}' -> '{95398, 7190}", 0.022120, 0.938144, 37.838488, 0.021535, 15.765840
"{95398, 7190}' -> '{24746, 88631}", 0.022120, 0.892157, 37.838488, 0.021535, 9.054095
"{95398, 88631}' -> '{24746, 7190}", 0.022120, 0.919192, 38.587302, 0.021546, 12.080214
"{7190, 88631}' -> '{24746, 95398}", 0.022120, 0.928571, 37.452381, 0.021529, 13.652892
"{24746, 95398, 7190}' -> '{88631}", 0.022120, 0.947917, 38.232639, 0.021541, 18.723967
"{24746, 95398, 88631}' -> '{7190}", 0.022120, 0.957895, 37.531228, 0.021530, 23.143838
"{24746, 7190, 88631}' -> '{95398}", 0.022120, 0.978495, 36.931439, 0.021521, 45.267985
"{88631, 95398, 7190}' -> '{24746}", 0.022120, 0.957895, 37.892105, 0.021536, 23.149611
"{12305}' -> '{51657, 24746, 88631}", 0.022120, 0.590909, 25.861702, 0.021264, 2.388592
"{24746}' -> '{12305, 51657, 88631}", 0.022120, 0.875000, 37.892105, 0.021536, 7.815265
"{51657}' -> '{12305, 24746, 88631}", 0.022120, 0.850467, 37.221515, 0.021525, 6.534699
"{88631}' -> '{12305, 24746, 51657}", 0.022120, 0.892157, 37.452381, 0.021529, 9.051841
"{12305, 24746}' -> '{51657, 88631}", 0.022120, 0.900990, 37.823197, 0.021535, 9.859407
"{12305, 51657}' -> '{24746, 88631}", 0.022120, 0.875000, 37.110825, 0.021524, 7.811376
"{12305, 88631}' -> '{51657, 24746}", 0.022120, 0.919192, 37.441144, 0.021529, 12.071190
"{51657, 24746}' -> '{12305, 88631}", 0.022120, 0.900990, 37.441144, 0.021529, 9.856952
"{24746, 88631}' -> '{12305, 51657}", 0.022120, 0.938144, 37.110825, 0.021524, 15.757981
"{51657, 88631}' -> '{12305, 24746}", 0.022120, 0.928571, 37.823197, 0.021535, 13.656295
"{12305, 24746, 51657}' -> '{88631}", 0.022120, 0.928571, 37.452381, 0.021529, 13.652892
"{12305, 24746, 88631}' -> '{51657}", 0.022120, 0.968085, 37.221515, 0.021525, 30.518392
"{12305, 51657, 88631}' -> '{24746}", 0.022120, 0.957895, 37.892105, 0.021536, 23.149611
"{51657, 24746, 88631}' -> '{12305}", 0.022120, 0.968085, 25.861702, 0.021264, 30.160427
"{51657}' -> '{12305, 7190, 88631}", 0.022120, 0.850467, 36.829710, 0.021519, 6.533073
"{12305}' -> '{51657, 7190, 88631}", 0.022120, 0.590909, 25.861702, 0.021264, 2.388592
"{7190}' -> '{51657, 12305, 88631}", 0.022120, 0.866667, 37.531228, 0.021530, 7.326811
"{88631}' -> '{51657, 12305, 7190}", 0.022120, 0.892157, 37.452381, 0.021529, 9.051841
"{51657, 12305}' -> '{7190, 88631}", 0.022120, 0.875000, 36.732143, 0.021517, 7.809431
"{51657, 7190}' -> '{12305, 88631}", 0.022120, 0.900990, 37.441144, 0.021529, 9.856952
"{51657, 88631}' -> '{12305, 7190}", 0.022120, 0.928571, 37.452381, 0.021529, 13.652892
"{12305, 7190}' -> '{51657, 88631}", 0.022120, 0.892157, 37.452381, 0.021529, 9.051841
"{12305, 88631}' -> '{51657, 7190}", 0.022120, 0.919192, 37.441144, 0.021529, 12.071190
"{7190, 88631}' -> '{51657, 12305}", 0.022120, 0.928571, 36.732143, 0.021517, 13.646086
"{51657, 12305, 7190}' -> '{88631}", 0.022120, 0.928571, 37.452381, 0.021529, 13.652892
"{51657, 12305, 88631}' -> '{7190}", 0.022120, 0.957895, 37.531228, 0.021530, 23.143838
"{51657, 7190, 88631}' -> '{12305}", 0.022120, 0.968085, 25.861702, 0.021264, 30.160427
"{12305, 7190, 88631}' -> '{51657}", 0.022120, 0.957895, 36.829710, 0.021519, 23.132292
"{12305}' -> '{92490, 7190, 88631}", 0.022120, 0.590909, 26.139785, 0.021273, 2.389186
"{92490}' -> '{12305, 7190, 88631}", 0.022120, 0.858491, 37.177160, 0.021525, 6.903484
"{7190}' -> '{12305, 92490, 88631}", 0.022120, 0.866667, 37.531228, 0.021530, 7.326811
"{88631}' -> '{12305, 92490, 7190}", 0.022120, 0.892157, 37.452381, 0.021529, 9.051841
"{12305, 92490}' -> '{7190, 88631}", 0.022120, 0.875000, 36.732143, 0.021517, 7.809431
"{12305, 7190}' -> '{92490, 88631}", 0.022120, 0.892157, 37.838488, 0.021535, 9.054095
"{12305, 88631}' -> '{92490, 7190}", 0.022120, 0.919192, 37.815556, 0.021535, 12.074198
"{92490, 7190}' -> '{12305, 88631}", 0.022120, 0.910000, 37.815556, 0.021535, 10.843731
"{92490, 88631}' -> '{12305, 7190}", 0.022120, 0.938144, 37.838488, 0.021535, 15.765840
"{7190, 88631}' -> '{12305, 92490}", 0.022120, 0.928571, 36.732143, 0.021517, 13.646086
"{12305, 92490, 7190}' -> '{88631}", 0.022120, 0.928571, 37.452381, 0.021529, 13.652892
"{12305, 92490, 88631}' -> '{7190}", 0.022120, 0.957895, 37.531228, 0.021530, 23.143838
"{12305, 7190, 88631}' -> '{92490}", 0.022120, 0.957895, 37.177160, 0.021525, 23.138065
"{92490, 7190, 88631}' -> '{12305}", 0.022120, 0.978495, 26.139785, 0.021273, 44.759356
"{24746}' -> '{92490, 95398, 7190}", 0.022120, 0.875000, 37.110825, 0.021524, 7.811376
"{95398}' -> '{24746, 92490, 7190}", 0.022120, 0.834862, 36.931439, 0.021521, 5.918665
"{92490}' -> '{24746, 95398, 7190}", 0.022120, 0.858491, 36.789898, 0.021518, 6.901766
"{7190}' -> '{24746, 92490, 95398}", 0.022120, 0.866667, 36.757388, 0.021518, 7.323165
"{24746, 95398}' -> '{92490, 7190}", 0.022120, 0.892157, 36.703333, 0.021517, 9.047333
"{24746, 92490}' -> '{95398, 7190}", 0.022120, 0.919192, 37.074074, 0.021523, 12.068182
"{24746, 7190}' -> '{92490, 95398}", 0.022120, 0.928571, 37.088766, 0.021523, 13.649489
"{92490, 95398}' -> '{24746, 7190}", 0.022120, 0.883495, 37.088766, 0.021523, 8.378869
"{95398, 7190}' -> '{24746, 92490}", 0.022120, 0.892157, 37.074074, 0.021523, 9.049587
"{92490, 7190}' -> '{24746, 95398}", 0.022120, 0.910000, 36.703333, 0.021517, 10.835629
"{24746, 92490, 95398}' -> '{7190}", 0.022120, 0.938144, 36.757388, 0.021518, 15.754051
"{24746, 95398, 7190}' -> '{92490}", 0.022120, 0.947917, 36.789898, 0.021518, 18.705299
"{24746, 92490, 7190}' -> '{95398}", 0.022120, 0.978495, 36.931439, 0.021521, 45.267985
"{92490, 95398, 7190}' -> '{24746}", 0.022120, 0.938144, 37.110825, 0.021524, 15.757981
"{51657}' -> '{24746, 92490, 7190}", 0.022120, 0.850467, 37.621747, 0.021532, 6.536324
"{24746}' -> '{51657, 92490, 7190}", 0.022120, 0.875000, 37.110825, 0.021524, 7.811376
"{92490}' -> '{51657, 24746, 7190}", 0.022120, 0.858491, 37.177160, 0.021525, 6.903484
"{7190}' -> '{51657, 24746, 92490}", 0.022120, 0.866667, 36.757388, 0.021518, 7.323165
"{51657, 24746}' -> '{92490, 7190}", 0.022120, 0.900990, 37.066733, 0.021523, 9.854497
"{51657, 92490}' -> '{24746, 7190}", 0.022120, 0.883495, 37.088766, 0.021523, 8.378869
"{51657, 7190}' -> '{24746, 92490}", 0.022120, 0.900990, 37.441144, 0.021529, 9.856952
"{24746, 92490}' -> '{51657, 7190}", 0.022120, 0.919192, 37.441144, 0.021529, 12.071190
"{24746, 7190}' -> '{51657, 92490}", 0.022120, 0.928571, 37.088766, 0.021523, 13.649489
"{92490, 7190}' -> '{51657, 24746}", 0.022120, 0.910000, 37.066733, 0.021523, 10.838330
"{51657, 24746, 92490}' -> '{7190}", 0.022120, 0.938144, 36.757388, 0.021518, 15.754051
"{51657, 24746, 7190}' -> '{92490}", 0.022120, 0.957895, 37.177160, 0.021525, 23.138065
"{51657, 92490, 7190}' -> '{24746}", 0.022120, 0.938144, 37.110825, 0.021524, 15.757981
"{24746, 92490, 7190}' -> '{51657}", 0.022120, 0.978495, 37.621747, 0.021532, 45.290591
"{12305}' -> '{24746, 92490, 7190}", 0.022120, 0.590909, 26.139785, 0.021273, 2.389186
"{24746}' -> '{12305, 92490, 7190}", 0.022120, 0.875000, 36.732143, 0.021517, 7.809431
"{92490}' -> '{12305, 24746, 7190}", 0.022120, 0.858491, 37.177160, 0.021525, 6.903484
"{7190}' -> '{12305, 24746, 92490}", 0.022120, 0.866667, 36.757388, 0.021518, 7.323165
"{12305, 24746}' -> '{92490, 7190}", 0.022120, 0.900990, 37.066733, 0.021523, 9.854497
"{12305, 92490}' -> '{24746, 7190}", 0.022120, 0.875000, 36.732143, 0.021517, 7.809431
"{12305, 7190}' -> '{24746, 92490}", 0.022120, 0.892157, 37.074074, 0.021523, 9.049587
"{24746, 92490}' -> '{12305, 7190}", 0.022120, 0.919192, 37.074074, 0.021523, 12.068182
"{24746, 7190}' -> '{12305, 92490}", 0.022120, 0.928571, 36.732143, 0.021517, 13.646086
"{92490, 7190}' -> '{12305, 24746}", 0.022120, 0.910000, 37.066733, 0.021523, 10.838330
"{12305, 24746, 92490}' -> '{7190}", 0.022120, 0.938144, 36.757388, 0.021518, 15.754051
"{12305, 24746, 7190}' -> '{92490}", 0.022120, 0.957895, 37.177160, 0.021525, 23.138065
"{12305, 92490, 7190}' -> '{24746}", 0.022120, 0.928571, 36.732143, 0.021517, 13.646086
"{24746, 92490, 7190}' -> '{12305}", 0.022120, 0.978495, 26.139785, 0.021273, 44.759356
"{51657}' -> '{24746, 7190, 88631}", 0.021877, 0.841121, 37.208321, 0.021289, 6.151834
"{24746}' -> '{51657, 7190, 88631}", 0.021877, 0.865385, 37.874386, 0.021299, 7.258837
"{7190}' -> '{51657, 24746, 88631}", 0.021877, 0.857143, 37.513678, 0.021293, 6.840058
"{88631}' -> '{51657, 24746, 7190}", 0.021877, 0.882353, 38.210526, 0.021304, 8.303719
"{51657, 24746}' -> '{7190, 88631}", 0.021877, 0.891089, 37.407557, 0.021292, 8.963097
"{51657, 7190}' -> '{24746, 88631}", 0.021877, 0.891089, 37.793202, 0.021298, 8.965329
"{51657, 88631}' -> '{24746, 7190}", 0.021877, 0.918367, 38.552686, 0.021309, 11.958191
"{24746, 7190}' -> '{51657, 88631}", 0.021877, 0.918367, 38.552686, 0.021309, 11.958191
"{24746, 88631}' -> '{51657, 7190}", 0.021877, 0.927835, 37.793202, 0.021298, 13.516945
"{7190, 88631}' -> '{51657, 24746}", 0.021877, 0.918367, 37.407557, 0.021292, 11.949258
"{51657, 24746, 7190}' -> '{88631}", 0.021877, 0.947368, 38.210526, 0.021304, 18.528925
"{51657, 24746, 88631}' -> '{7190}", 0.021877, 0.957447, 37.513678, 0.021293, 22.900218
"{51657, 7190, 88631}' -> '{24746}", 0.021877, 0.957447, 37.874386, 0.021299, 22.905930
"{24746, 7190, 88631}' -> '{51657}", 0.021877, 0.967742, 37.208321, 0.021289, 30.193728
"{12305}' -> '{24746, 7190, 88631}", 0.021877, 0.584416, 25.852535, 0.021030, 2.351855
"{24746}' -> '{12305, 7190, 88631}", 0.021877, 0.865385, 37.475709, 0.021293, 7.257032
"{7190}' -> '{12305, 24746, 88631}", 0.021877, 0.857143, 37.513678, 0.021293, 6.840058
"{88631}' -> '{12305, 24746, 7190}", 0.021877, 0.882353, 38.210526, 0.021304, 8.303719
"{12305, 24746}' -> '{7190, 88631}", 0.021877, 0.891089, 37.407557, 0.021292, 8.963097
"{12305, 7190}' -> '{24746, 88631}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{12305, 88631}' -> '{24746, 7190}", 0.021877, 0.909091, 38.163265, 0.021303, 10.737968
"{24746, 7190}' -> '{12305, 88631}", 0.021877, 0.918367, 38.163265, 0.021303, 11.955214
"{24746, 88631}' -> '{12305, 7190}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{7190, 88631}' -> '{12305, 24746}", 0.021877, 0.918367, 37.407557, 0.021292, 11.949258
"{12305, 24746, 7190}' -> '{88631}", 0.021877, 0.947368, 38.210526, 0.021304, 18.528925
"{12305, 24746, 88631}' -> '{7190}", 0.021877, 0.957447, 37.513678, 0.021293, 22.900218
"{12305, 7190, 88631}' -> '{24746}", 0.021877, 0.947368, 37.475709, 0.021293, 18.519689
"{24746, 7190, 88631}' -> '{12305}", 0.021877, 0.967742, 25.852535, 0.021030, 29.839571
"{92490}' -> '{88631, 95398, 7190}", 0.021877, 0.849057, 36.768620, 0.021282, 6.472016
"{95398}' -> '{92490, 7190, 88631}", 0.021877, 0.825688, 36.525599, 0.021278, 5.607157
"{7190}' -> '{92490, 95398, 88631}", 0.021877, 0.857143, 37.513678, 0.021293, 6.840058
"{88631}' -> '{92490, 95398, 7190}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{92490, 95398}' -> '{7190, 88631}", 0.021877, 0.873786, 36.681197, 0.021280, 7.734340
"{92490, 7190}' -> '{95398, 88631}", 0.021877, 0.900000, 37.400000, 0.021292, 9.759358
"{92490, 88631}' -> '{95398, 7190}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{95398, 7190}' -> '{92490, 88631}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{95398, 88631}' -> '{92490, 7190}", 0.021877, 0.909091, 37.400000, 0.021292, 10.732620
"{7190, 88631}' -> '{92490, 95398}", 0.021877, 0.918367, 36.681197, 0.021280, 11.943303
"{92490, 95398, 7190}' -> '{88631}", 0.021877, 0.927835, 37.422680, 0.021292, 13.513577
"{92490, 95398, 88631}' -> '{7190}", 0.021877, 0.957447, 37.513678, 0.021293, 22.900218
"{92490, 7190, 88631}' -> '{95398}", 0.021877, 0.967742, 36.525599, 0.021278, 30.178657
"{88631, 95398, 7190}' -> '{92490}", 0.021877, 0.947368, 36.768620, 0.021282, 18.510452
"{51657}' -> '{92490, 7190, 88631}", 0.021877, 0.841121, 37.208321, 0.021289, 6.151834
"{92490}' -> '{51657, 7190, 88631}", 0.021877, 0.849057, 37.159775, 0.021288, 6.473627
"{7190}' -> '{51657, 92490, 88631}", 0.021877, 0.857143, 37.513678, 0.021293, 6.840058
"{88631}' -> '{51657, 92490, 7190}", 0.021877, 0.882353, 37.422680, 0.021292, 8.299587
"{51657, 92490}' -> '{7190, 88631}", 0.021877, 0.873786, 36.681197, 0.021280, 7.734340
"{51657, 7190}' -> '{92490, 88631}", 0.021877, 0.891089, 37.793202, 0.021298, 8.965329
