Relationship, Support, Confidence, Lift, Leverage, Conviction
"{12305, 24746, 7190, 88631}' -> '{92490}", 0.020904, 0.955556, 37.086373, 0.020341, 21.920272
"{12305, 92490, 7190, 88631}' -> '{24746}", 0.020904, 0.945055, 37.384193, 0.020345, 17.739912
"{12305, 24746, 92490, 7190}' -> '{88631}", 0.020904, 0.945055, 38.117216, 0.020356, 17.748760
"{12305, 24746, 92490, 88631}' -> '{7190}", 0.020904, 0.955556, 37.439577, 0.020346, 21.925741
"{24746, 92490, 7190, 88631}' -> '{12305}", 0.020904, 0.977273, 26.107143, 0.020104, 42.352939
"{12305}' -> '{95398, 7190, 51657, 24746, 92490}", 0.021147, 0.564935, 26.113965, 0.020337, 2.248783
"{7190}' -> '{12305, 95398, 51657, 24746, 92490}", 0.021147, 0.828571, 36.653149, 0.020570, 5.701467
"{95398}' -> '{12305, 7190, 51657, 24746, 92490}", 0.021147, 0.798165, 36.894959, 0.020574, 4.847362
"{51657}' -> '{12305, 95398, 7190, 24746, 92490}", 0.021147, 0.813084, 37.584585, 0.020585, 5.234261
"{24746}' -> '{12305, 95398, 7190, 51657, 92490}", 0.021147, 0.836538, 37.005583, 0.020576, 5.979353
"{92490}' -> '{12305, 95398, 7190, 51657, 24746}", 0.021147, 0.820755, 37.517610, 0.020584, 5.456899
"{12305, 7190}' -> '{51657, 24746, 92490, 95398}", 0.021147, 0.852941, 36.936842, 0.020575, 6.642975
"{12305, 95398}' -> '{51657, 24746, 92490, 7190}", 0.021147, 0.820755, 37.105329, 0.020577, 5.455543
"{12305, 51657}' -> '{24746, 95398, 92490, 7190}", 0.021147, 0.836538, 37.818893, 0.020588, 5.982327
"{12305, 24746}' -> '{51657, 92490, 95398, 7190}", 0.021147, 0.861386, 37.302553, 0.020580, 7.047694
"{12305, 92490}' -> '{51657, 24746, 95398, 7190}", 0.021147, 0.836538, 37.005583, 0.020576, 5.979353
"{95398, 7190}' -> '{12305, 24746, 51657, 92490}", 0.021147, 0.852941, 36.936842, 0.020575, 6.642975
"{51657, 7190}' -> '{12305, 24746, 92490, 95398}", 0.021147, 0.861386, 37.302553, 0.020580, 7.047694
"{24746, 7190}' -> '{12305, 92490, 51657, 95398}", 0.021147, 0.887755, 36.891156, 0.020574, 8.694701
"{92490, 7190}' -> '{12305, 24746, 51657, 95398}", 0.021147, 0.870000, 37.283125, 0.020580, 7.512808
"{51657, 95398}' -> '{12305, 24746, 92490, 7190}", 0.021147, 0.828571, 37.458713, 0.020583, 5.704302
"{24746, 95398}' -> '{12305, 92490, 51657, 7190}", 0.021147, 0.852941, 36.936842, 0.020575, 6.642975
"{92490, 95398}' -> '{12305, 24746, 51657, 7190}", 0.021147, 0.844660, 37.771000, 0.020587, 6.293540
"{51657, 24746}' -> '{12305, 92490, 95398, 7190}", 0.021147, 0.861386, 37.302553, 0.020580, 7.047694
"{51657, 92490}' -> '{12305, 24746, 95398, 7190}", 0.021147, 0.844660, 37.364861, 0.020581, 6.291976
"{24746, 92490}' -> '{12305, 95398, 7190, 51657}", 0.021147, 0.878788, 37.659722, 0.020586, 8.057487
"{12305, 95398, 7190}' -> '{51657, 24746, 92490}", 0.021147, 0.878788, 37.271478, 0.020580, 8.055481
"{12305, 51657, 7190}' -> '{24746, 92490, 95398}", 0.021147, 0.887755, 37.651799, 0.020586, 8.699032
"{12305, 24746, 7190}' -> '{51657, 92490, 95398}", 0.021147, 0.915789, 37.302553, 0.020580, 11.583465
"{12305, 92490, 7190}' -> '{51657, 24746, 95398}", 0.021147, 0.887755, 36.891156, 0.020574, 8.694701
"{12305, 51657, 95398}' -> '{24746, 92490, 7190}", 0.021147, 0.852941, 37.731183, 0.020587, 6.646281
"{12305, 24746, 95398}' -> '{51657, 92490, 7190}", 0.021147, 0.878788, 37.271478, 0.020580, 8.055481
"{12305, 92490, 95398}' -> '{51657, 24746, 7190}", 0.021147, 0.861386, 37.302553, 0.020580, 7.047694
"{12305, 24746, 51657}' -> '{92490, 95398, 7190}", 0.021147, 0.887755, 37.651799, 0.020586, 8.699032
"{12305, 92490, 51657}' -> '{24746, 95398, 7190}", 0.021147, 0.861386, 36.913985, 0.020574, 7.045941
"{12305, 24746, 92490}' -> '{51657, 95398, 7190}", 0.021147, 0.896907, 37.271478, 0.020580, 9.466577
"{51657, 95398, 7190}' -> '{12305, 24746, 92490}", 0.021147, 0.878788, 37.271478, 0.020580, 8.055481
"{24746, 95398, 7190}' -> '{12305, 92490, 51657}", 0.021147, 0.906250, 36.913985, 0.020574, 10.404797
"{92490, 95398, 7190}' -> '{12305, 24746, 51657}", 0.021147, 0.896907, 37.651799, 0.020586, 9.468935
"{51657, 24746, 7190}' -> '{12305, 92490, 95398}", 0.021147, 0.915789, 37.302553, 0.020580, 11.583465
"{51657, 92490, 7190}' -> '{12305, 24746, 95398}", 0.021147, 0.896907, 37.271478, 0.020580, 9.466577
"{24746, 92490, 7190}' -> '{12305, 51657, 95398}", 0.021147, 0.935484, 37.731183, 0.020587, 15.115702
"{51657, 24746, 95398}' -> '{12305, 92490, 7190}", 0.021147, 0.878788, 36.891156, 0.020574, 8.053476
"{51657, 92490, 95398}' -> '{12305, 24746, 7190}", 0.021147, 0.861386, 37.302553, 0.020580, 7.047694
"{24746, 92490, 95398}' -> '{12305, 51657, 7190}", 0.021147, 0.896907, 37.651799, 0.020586, 9.468935
"{51657, 24746, 92490}' -> '{12305, 95398, 7190}", 0.021147, 0.896907, 37.271478, 0.020580, 9.466577
"{12305, 95398, 7190, 51657}' -> '{24746, 92490}", 0.021147, 0.906250, 37.659722, 0.020586, 10.409982
"{12305, 24746, 95398, 7190}' -> '{51657, 92490}", 0.021147, 0.935484, 37.364861, 0.020581, 15.111935
"{12305, 92490, 95398, 7190}' -> '{51657, 24746}", 0.021147, 0.915789, 37.302553, 0.020580, 11.583465
"{12305, 24746, 51657, 7190}' -> '{92490, 95398}", 0.021147, 0.945652, 37.771000, 0.020587, 17.939329
"{12305, 92490, 51657, 7190}' -> '{24746, 95398}", 0.021147, 0.915789, 36.936842, 0.020575, 11.580578
"{12305, 24746, 92490, 7190}' -> '{51657, 95398}", 0.021147, 0.956044, 37.458713, 0.020583, 22.169360
"{12305, 24746, 51657, 95398}' -> '{92490, 7190}", 0.021147, 0.906250, 37.283125, 0.020580, 10.407389
"{12305, 92490, 51657, 95398}' -> '{24746, 7190}", 0.021147, 0.878788, 36.891156, 0.020574, 8.053476
"{12305, 24746, 92490, 95398}' -> '{51657, 7190}", 0.021147, 0.915789, 37.302553, 0.020580, 11.583465
"{12305, 24746, 51657, 92490}' -> '{95398, 7190}", 0.021147, 0.915789, 36.936842, 0.020575, 11.580578
"{51657, 24746, 95398, 7190}' -> '{12305, 92490}", 0.021147, 0.935484, 37.005583, 0.020576, 15.108167
"{51657, 92490, 95398, 7190}' -> '{12305, 24746}", 0.021147, 0.915789, 37.302553, 0.020580, 11.583465
"{24746, 95398, 92490, 7190}' -> '{12305, 51657}", 0.021147, 0.956044, 37.818893, 0.020588, 22.174890
"{51657, 24746, 92490, 7190}' -> '{12305, 95398}", 0.021147, 0.956044, 37.105329, 0.020577, 22.163830
"{51657, 24746, 92490, 95398}' -> '{12305, 7190}", 0.021147, 0.915789, 36.936842, 0.020575, 11.580578
"{12305, 95398, 7190, 51657, 24746}' -> '{92490}", 0.021147, 0.966667, 37.517610, 0.020584, 29.227029
"{12305, 95398, 7190, 51657, 92490}' -> '{24746}", 0.021147, 0.935484, 37.005583, 0.020576, 15.108167
"{12305, 95398, 7190, 24746, 92490}' -> '{51657}", 0.021147, 0.977528, 37.584585, 0.020585, 43.342609
"{12305, 7190, 51657, 24746, 92490}' -> '{95398}", 0.021147, 0.977528, 36.894959, 0.020574, 43.320975
"{12305, 95398, 51657, 24746, 92490}' -> '{7190}", 0.021147, 0.935484, 36.653149, 0.020570, 15.104399
"{95398, 7190, 51657, 24746, 92490}' -> '{12305}", 0.021147, 0.977528, 26.113965, 0.020337, 42.834223
"{12305}' -> '{88631, 95398, 7190, 51657, 92490}", 0.020904, 0.558442, 26.107143, 0.020104, 2.216263
"{7190}' -> '{12305, 95398, 88631, 51657, 92490}", 0.020904, 0.819048, 37.439577, 0.020346, 5.405419
"{88631}' -> '{12305, 95398, 7190, 51657, 92490}", 0.020904, 0.843137, 37.297491, 0.020344, 6.230888
"{95398}' -> '{12305, 7190, 88631, 51657, 92490}", 0.020904, 0.788991, 36.885321, 0.020337, 4.637759
"{51657}' -> '{12305, 88631, 95398, 7190, 92490}", 0.020904, 0.803738, 37.574766, 0.020348, 4.986249
"{92490}' -> '{12305, 88631, 95398, 7190, 51657}", 0.020904, 0.811321, 37.503074, 0.020347, 5.185343
"{12305, 7190}' -> '{51657, 92490, 95398, 88631}", 0.020904, 0.843137, 37.702899, 0.020350, 6.232438
"{12305, 88631}' -> '{51657, 92490, 95398, 7190}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{12305, 95398}' -> '{51657, 92490, 7190, 88631}", 0.020904, 0.811321, 37.086373, 0.020341, 5.184054
"{12305, 51657}' -> '{92490, 95398, 7190, 88631}", 0.020904, 0.826923, 37.799573, 0.020351, 5.651380
"{12305, 92490}' -> '{51657, 95398, 7190, 88631}", 0.020904, 0.826923, 36.977843, 0.020339, 5.648571
"{7190, 88631}' -> '{12305, 92490, 51657, 95398}", 0.020904, 0.877551, 36.467120, 0.020331, 7.970143
"{95398, 7190}' -> '{12305, 92490, 51657, 88631}", 0.020904, 0.843137, 37.702899, 0.020350, 6.232438
"{51657, 7190}' -> '{12305, 92490, 95398, 88631}", 0.020904, 0.851485, 38.076195, 0.020355, 6.582758
"{92490, 7190}' -> '{12305, 51657, 95398, 88631}", 0.020904, 0.860000, 38.043441, 0.020355, 6.981388
"{95398, 88631}' -> '{12305, 92490, 51657, 7190}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{51657, 88631}' -> '{12305, 92490, 95398, 7190}", 0.020904, 0.877551, 38.002578, 0.020354, 7.978083
"{92490, 88631}' -> '{12305, 95398, 7190, 51657}", 0.020904, 0.886598, 37.994416, 0.020354, 8.612410
"{51657, 95398}' -> '{12305, 92490, 7190, 88631}", 0.020904, 0.819048, 37.028153, 0.020340, 5.404076
"{92490, 95398}' -> '{12305, 51657, 7190, 88631}", 0.020904, 0.834951, 37.747146, 0.020350, 5.924805
"{51657, 92490}' -> '{12305, 95398, 7190, 88631}", 0.020904, 0.834951, 37.336851, 0.020344, 5.923332
"{12305, 7190, 88631}' -> '{51657, 92490, 95398}", 0.020904, 0.905263, 36.873788, 0.020337, 10.296413
"{12305, 95398, 7190}' -> '{51657, 92490, 88631}", 0.020904, 0.868687, 38.018913, 0.020354, 7.441382
"{12305, 51657, 7190}' -> '{92490, 95398, 88631}", 0.020904, 0.877551, 38.406861, 0.020360, 7.980068
"{12305, 92490, 7190}' -> '{51657, 95398, 88631}", 0.020904, 0.877551, 37.606718, 0.020348, 7.976098
"{12305, 95398, 88631}' -> '{51657, 92490, 7190}", 0.020904, 0.895833, 37.994416, 0.020354, 9.373651
"{12305, 51657, 88631}' -> '{92490, 95398, 7190}", 0.020904, 0.905263, 38.394357, 0.020360, 10.306676
"{12305, 92490, 88631}' -> '{51657, 95398, 7190}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{12305, 51657, 95398}' -> '{92490, 7190, 88631}", 0.020904, 0.843137, 37.297491, 0.020344, 6.230888
"{12305, 92490, 95398}' -> '{51657, 7190, 88631}", 0.020904, 0.851485, 37.266063, 0.020343, 6.579485
"{12305, 92490, 51657}' -> '{95398, 7190, 88631}", 0.020904, 0.851485, 36.873788, 0.020337, 6.577848
"{95398, 7190, 88631}' -> '{12305, 92490, 51657}", 0.020904, 0.905263, 36.873788, 0.020337, 10.296413
"{51657, 7190, 88631}' -> '{12305, 92490, 95398}", 0.020904, 0.914894, 37.266063, 0.020343, 11.461534
"{92490, 7190, 88631}' -> '{12305, 51657, 95398}", 0.020904, 0.924731, 37.297491, 0.020344, 12.956316
"{51657, 95398, 7190}' -> '{12305, 92490, 88631}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{92490, 95398, 7190}' -> '{12305, 51657, 88631}", 0.020904, 0.886598, 38.394357, 0.020360, 8.614553
"{51657, 92490, 7190}' -> '{12305, 95398, 88631}", 0.020904, 0.886598, 37.994416, 0.020354, 8.612410
"{51657, 95398, 88631}' -> '{12305, 92490, 7190}", 0.020904, 0.895833, 37.606718, 0.020348, 9.371317
"{92490, 95398, 88631}' -> '{12305, 51657, 7190}", 0.020904, 0.914894, 38.406861, 0.020360, 11.470102
"{51657, 92490, 88631}' -> '{12305, 95398, 7190}", 0.020904, 0.914894, 38.018913, 0.020354, 11.467246
"{51657, 92490, 95398}' -> '{12305, 7190, 88631}", 0.020904, 0.851485, 36.873788, 0.020337, 6.577848
"{12305, 95398, 7190, 88631}' -> '{51657, 92490}", 0.020904, 0.934783, 37.336851, 0.020344, 14.949441
"{12305, 51657, 7190, 88631}' -> '{92490, 95398}", 0.020904, 0.945055, 37.747146, 0.020350, 17.744336
"{12305, 92490, 7190, 88631}' -> '{51657, 95398}", 0.020904, 0.945055, 37.028153, 0.020340, 17.735488
"{12305, 95398, 7190, 51657}' -> '{92490, 88631}", 0.020904, 0.895833, 37.994416, 0.020354, 9.373651
"{12305, 92490, 95398, 7190}' -> '{51657, 88631}", 0.020904, 0.905263, 38.002578, 0.020354, 10.304111
"{12305, 92490, 51657, 7190}' -> '{95398, 88631}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{12305, 51657, 95398, 88631}' -> '{92490, 7190}", 0.020904, 0.924731, 38.043441, 0.020355, 12.962775
"{12305, 92490, 95398, 88631}' -> '{51657, 7190}", 0.020904, 0.934783, 38.076195, 0.020355, 14.956895
"{12305, 92490, 51657, 88631}' -> '{95398, 7190}", 0.020904, 0.934783, 37.702899, 0.020350, 14.953168
"{12305, 92490, 51657, 95398}' -> '{7190, 88631}", 0.020904, 0.868687, 36.467120, 0.020331, 7.433978
"{51657, 95398, 7190, 88631}' -> '{12305, 92490}", 0.020904, 0.934783, 36.977843, 0.020339, 14.945714
"{92490, 95398, 7190, 88631}' -> '{12305, 51657}", 0.020904, 0.955556, 37.799573, 0.020351, 21.931210
"{51657, 92490, 7190, 88631}' -> '{12305, 95398}", 0.020904, 0.955556, 37.086373, 0.020341, 21.920272
"{51657, 92490, 95398, 7190}' -> '{12305, 88631}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{51657, 92490, 95398, 88631}' -> '{12305, 7190}", 0.020904, 0.934783, 37.702899, 0.020350, 14.953168
"{12305, 88631, 95398, 7190, 51657}' -> '{92490}", 0.020904, 0.966292, 37.503074, 0.020347, 28.902284
"{12305, 88631, 95398, 7190, 92490}' -> '{51657}", 0.020904, 0.977273, 37.574766, 0.020348, 42.855613
"{12305, 7190, 88631, 51657, 92490}' -> '{95398}", 0.020904, 0.977273, 36.885321, 0.020337, 42.834223
"{12305, 95398, 7190, 51657, 92490}' -> '{88631}", 0.020904, 0.924731, 37.297491, 0.020344, 12.956316
"{12305, 95398, 88631, 51657, 92490}' -> '{7190}", 0.020904, 0.955556, 37.439577, 0.020346, 21.925741
"{88631, 95398, 7190, 51657, 92490}' -> '{12305}", 0.020904, 0.977273, 26.107143, 0.020104, 42.352939
"{12305}' -> '{95398, 88631, 51657, 24746, 92490}", 0.020904, 0.558442, 26.107143, 0.020104, 2.216263
"{95398}' -> '{12305, 88631, 51657, 24746, 92490}", 0.020904, 0.788991, 36.885321, 0.020337, 4.637759
"{88631}' -> '{12305, 95398, 51657, 24746, 92490}", 0.020904, 0.843137, 37.297491, 0.020344, 6.230888
"{51657}' -> '{12305, 95398, 88631, 24746, 92490}", 0.020904, 0.803738, 37.574766, 0.020348, 4.986249
"{24746}' -> '{12305, 95398, 88631, 51657, 92490}", 0.020904, 0.826923, 37.799573, 0.020351, 5.651380
"{92490}' -> '{12305, 95398, 88631, 51657, 24746}", 0.020904, 0.811321, 37.503074, 0.020347, 5.185343
"{12305, 95398}' -> '{51657, 24746, 92490, 88631}", 0.020904, 0.811321, 37.086373, 0.020341, 5.184054
"{12305, 88631}' -> '{51657, 24746, 92490, 95398}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{12305, 51657}' -> '{24746, 92490, 95398, 88631}", 0.020904, 0.826923, 37.799573, 0.020351, 5.651380
"{12305, 24746}' -> '{51657, 92490, 95398, 88631}", 0.020904, 0.851485, 38.076195, 0.020355, 6.582758
"{12305, 92490}' -> '{51657, 24746, 95398, 88631}", 0.020904, 0.826923, 36.977843, 0.020339, 5.648571
"{95398, 88631}' -> '{12305, 24746, 51657, 92490}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{51657, 95398}' -> '{12305, 24746, 92490, 88631}", 0.020904, 0.819048, 37.439577, 0.020346, 5.405419
"{24746, 95398}' -> '{12305, 92490, 51657, 88631}", 0.020904, 0.843137, 37.702899, 0.020350, 6.232438
"{92490, 95398}' -> '{12305, 24746, 51657, 88631}", 0.020904, 0.834951, 37.747146, 0.020350, 5.924805
"{51657, 88631}' -> '{12305, 24746, 92490, 95398}", 0.020904, 0.877551, 38.002578, 0.020354, 7.978083
"{24746, 88631}' -> '{12305, 92490, 51657, 95398}", 0.020904, 0.886598, 36.843070, 0.020337, 8.605980
"{92490, 88631}' -> '{12305, 24746, 51657, 95398}", 0.020904, 0.886598, 37.994416, 0.020354, 8.612410
"{51657, 24746}' -> '{12305, 92490, 95398, 88631}", 0.020904, 0.851485, 38.076195, 0.020355, 6.582758
"{51657, 92490}' -> '{12305, 24746, 95398, 88631}", 0.020904, 0.834951, 37.336851, 0.020344, 5.923332
"{24746, 92490}' -> '{12305, 51657, 95398, 88631}", 0.020904, 0.868687, 38.427718, 0.020360, 7.443233
"{12305, 95398, 88631}' -> '{51657, 24746, 92490}", 0.020904, 0.895833, 37.994416, 0.020354, 9.373651
"{12305, 51657, 95398}' -> '{24746, 92490, 88631}", 0.020904, 0.843137, 37.702899, 0.020350, 6.232438
"{12305, 24746, 95398}' -> '{51657, 92490, 88631}", 0.020904, 0.868687, 38.018913, 0.020354, 7.441382
"{12305, 92490, 95398}' -> '{51657, 24746, 88631}", 0.020904, 0.851485, 37.266063, 0.020343, 6.579485
"{12305, 51657, 88631}' -> '{24746, 92490, 95398}", 0.020904, 0.905263, 38.394357, 0.020360, 10.306676
"{12305, 24746, 88631}' -> '{51657, 92490, 95398}", 0.020904, 0.914894, 37.266063, 0.020343, 11.461534
"{12305, 92490, 88631}' -> '{51657, 24746, 95398}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{12305, 24746, 51657}' -> '{92490, 95398, 88631}", 0.020904, 0.877551, 38.406861, 0.020360, 7.980068
"{12305, 92490, 51657}' -> '{24746, 95398, 88631}", 0.020904, 0.851485, 36.873788, 0.020337, 6.577848
"{12305, 24746, 92490}' -> '{51657, 95398, 88631}", 0.020904, 0.886598, 37.994416, 0.020354, 8.612410
"{51657, 95398, 88631}' -> '{12305, 24746, 92490}", 0.020904, 0.895833, 37.994416, 0.020354, 9.373651
"{24746, 95398, 88631}' -> '{12305, 92490, 51657}", 0.020904, 0.905263, 36.873788, 0.020337, 10.296413
"{92490, 95398, 88631}' -> '{12305, 24746, 51657}", 0.020904, 0.914894, 38.406861, 0.020360, 11.470102
"{51657, 24746, 95398}' -> '{12305, 92490, 88631}", 0.020904, 0.868687, 37.618713, 0.020349, 7.439531
"{51657, 92490, 95398}' -> '{12305, 24746, 88631}", 0.020904, 0.851485, 37.266063, 0.020343, 6.579485
"{24746, 92490, 95398}' -> '{12305, 51657, 88631}", 0.020904, 0.886598, 38.394357, 0.020360, 8.614553
"{51657, 24746, 88631}' -> '{12305, 92490, 95398}", 0.020904, 0.914894, 37.266063, 0.020343, 11.461534
"{51657, 92490, 88631}' -> '{12305, 24746, 95398}", 0.020904, 0.914894, 38.018913, 0.020354, 11.467246
"{24746, 92490, 88631}' -> '{12305, 51657, 95398}", 0.020904, 0.934783, 37.702899, 0.020350, 14.953168
"{51657, 24746, 92490}' -> '{12305, 95398, 88631}", 0.020904, 0.886598, 37.994416, 0.020354, 8.612410
"{12305, 51657, 95398, 88631}' -> '{24746, 92490}", 0.020904, 0.924731, 38.427718, 0.020360, 12.966004
"{12305, 24746, 95398, 88631}' -> '{51657, 92490}", 0.020904, 0.934783, 37.336851, 0.020344, 14.949441
"{12305, 92490, 95398, 88631}' -> '{51657, 24746}", 0.020904, 0.934783, 38.076195, 0.020355, 14.956895
"{12305, 24746, 51657, 95398}' -> '{92490, 88631}", 0.020904, 0.895833, 37.994416, 0.020354, 9.373651
"{12305, 92490, 51657, 95398}' -> '{24746, 88631}", 0.020904, 0.868687, 36.843070, 0.020337, 7.435829
"{12305, 24746, 92490, 95398}' -> '{51657, 88631}", 0.020904, 0.905263, 38.002578, 0.020354, 10.304111
"{12305, 24746, 51657, 88631}' -> '{92490, 95398}", 0.020904, 0.945055, 37.747146, 0.020350, 17.744336
"{12305, 92490, 51657, 88631}' -> '{24746, 95398}", 0.020904, 0.934783, 37.702899, 0.020350, 14.953168
"{12305, 24746, 92490, 88631}' -> '{51657, 95398}", 0.020904, 0.955556, 37.439577, 0.020346, 21.925741
"{12305, 24746, 51657, 92490}' -> '{95398, 88631}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{51657, 24746, 95398, 88631}' -> '{12305, 92490}", 0.020904, 0.934783, 36.977843, 0.020339, 14.945714
"{51657, 92490, 95398, 88631}' -> '{12305, 24746}", 0.020904, 0.934783, 38.076195, 0.020355, 14.956895
"{24746, 92490, 95398, 88631}' -> '{12305, 51657}", 0.020904, 0.955556, 37.799573, 0.020351, 21.931210
"{51657, 24746, 92490, 95398}' -> '{12305, 88631}", 0.020904, 0.905263, 37.618713, 0.020349, 10.301545
"{51657, 24746, 92490, 88631}' -> '{12305, 95398}", 0.020904, 0.955556, 37.086373, 0.020341, 21.920272
"{12305, 95398, 88631, 51657, 24746}' -> '{92490}", 0.020904, 0.966292, 37.503074, 0.020347, 28.902284
"{12305, 95398, 88631, 51657, 92490}' -> '{24746}", 0.020904, 0.955556, 37.799573, 0.020351, 21.931210
"{12305, 95398, 88631, 24746, 92490}' -> '{51657}", 0.020904, 0.977273, 37.574766, 0.020348, 42.855613
"{12305, 95398, 51657, 24746, 92490}' -> '{88631}", 0.020904, 0.924731, 37.297491, 0.020344, 12.956316
"{12305, 88631, 51657, 24746, 92490}' -> '{95398}", 0.020904, 0.977273, 36.885321, 0.020337, 42.834223
"{95398, 88631, 51657, 24746, 92490}' -> '{12305}", 0.020904, 0.977273, 26.107143, 0.020104, 42.352939
"{12305}' -> '{88631, 95398, 7190, 51657, 24746}", 0.020661, 0.551948, 25.803571, 0.019860, 2.184143
"{7190}' -> '{12305, 95398, 88631, 51657, 24746}", 0.020661, 0.809524, 37.420011, 0.020109, 5.136424
"{88631}' -> '{12305, 95398, 7190, 51657, 24746}", 0.020661, 0.833333, 38.092593, 0.020119, 5.868741
"{95398}' -> '{12305, 7190, 88631, 51657, 24746}", 0.020661, 0.779817, 36.875461, 0.020101, 4.445623
"{51657}' -> '{12305, 88631, 95398, 7190, 24746}", 0.020661, 0.794393, 37.137850, 0.020105, 4.759601
"{24746}' -> '{12305, 88631, 95398, 7190, 51657}", 0.020661, 0.817308, 37.779818, 0.020114, 5.355270
"{12305, 7190}' -> '{51657, 24746, 95398, 88631}", 0.020661, 0.833333, 37.264493, 0.020107, 5.865824
"{12305, 88631}' -> '{51657, 24746, 95398, 7190}", 0.020661, 0.858586, 37.980884, 0.020117, 6.911574
"{12305, 95398}' -> '{51657, 24746, 7190, 88631}", 0.020661, 0.801887, 36.655136, 0.020097, 4.937195
"{12305, 51657}' -> '{24746, 95398, 7190, 88631}", 0.020661, 0.817308, 36.949493, 0.020102, 5.352609
"{12305, 24746}' -> '{51657, 95398, 7190, 88631}", 0.020661, 0.841584, 37.633448, 0.020112, 6.171336
"{7190, 88631}' -> '{12305, 24746, 51657, 95398}", 0.020661, 0.867347, 37.169430, 0.020105, 7.362552
"{95398, 7190}' -> '{12305, 24746, 51657, 88631}", 0.020661, 0.833333, 37.673993, 0.020113, 5.867282
"{51657, 7190}' -> '{12305, 24746, 95398, 88631}", 0.020661, 0.841584, 37.633448, 0.020112, 6.171336
"{24746, 7190}' -> '{12305, 51657, 95398, 88631}", 0.020661, 0.867347, 38.368444, 0.020123, 7.368049
"{95398, 88631}' -> '{12305, 24746, 51657, 7190}", 0.020661, 0.858586, 38.393720, 0.020123, 6.913293
"{51657, 88631}' -> '{12305, 24746, 95398, 7190}", 0.020661, 0.867347, 38.368444, 0.020123, 7.368049
"{24746, 88631}' -> '{12305, 95398, 7190, 51657}", 0.020661, 0.876289, 37.552620, 0.020111, 7.894709
"{51657, 95398}' -> '{12305, 24746, 7190, 88631}", 0.020661, 0.809524, 37.004233, 0.020103, 5.135148
"{24746, 95398}' -> '{12305, 51657, 7190, 88631}", 0.020661, 0.833333, 37.673993, 0.020113, 5.867282
"{51657, 24746}' -> '{12305, 95398, 7190, 88631}", 0.020661, 0.841584, 37.633448, 0.020112, 6.171336
"{12305, 7190, 88631}' -> '{51657, 24746, 95398}", 0.020661, 0.894737, 37.181287, 0.020105, 9.271390
"{12305, 95398, 7190}' -> '{51657, 24746, 88631}", 0.020661, 0.858586, 37.576832, 0.020111, 6.909855
"{12305, 51657, 7190}' -> '{24746, 95398, 88631}", 0.020661, 0.867347, 37.560687, 0.020111, 7.364384
"{12305, 24746, 7190}' -> '{51657, 95398, 88631}", 0.020661, 0.894737, 38.343202, 0.020122, 9.278318
"{12305, 95398, 88631}' -> '{51657, 24746, 7190}", 0.020661, 0.885417, 38.343202, 0.020122, 8.525744
"{12305, 51657, 88631}' -> '{24746, 95398, 7190}", 0.020661, 0.894737, 38.343202, 0.020122, 9.278318
"{12305, 24746, 88631}' -> '{51657, 95398, 7190}", 0.020661, 0.904255, 37.576832, 0.020111, 10.193107
"{12305, 51657, 95398}' -> '{24746, 7190, 88631}", 0.020661, 0.833333, 36.863799, 0.020101, 5.864366
"{12305, 24746, 95398}' -> '{51657, 7190, 88631}", 0.020661, 0.858586, 37.576832, 0.020111, 6.909855
"{12305, 24746, 51657}' -> '{95398, 7190, 88631}", 0.020661, 0.867347, 37.560687, 0.020111, 7.364384
"{95398, 7190, 88631}' -> '{12305, 24746, 51657}", 0.020661, 0.894737, 37.560687, 0.020111, 9.273699
"{51657, 7190, 88631}' -> '{12305, 24746, 95398}", 0.020661, 0.904255, 37.576832, 0.020111, 10.193107
"{24746, 7190, 88631}' -> '{12305, 51657, 95398}", 0.020661, 0.913978, 36.863799, 0.020101, 11.336777
"{51657, 95398, 7190}' -> '{12305, 24746, 88631}", 0.020661, 0.858586, 37.576832, 0.020111, 6.909855
"{24746, 95398, 7190}' -> '{12305, 51657, 88631}", 0.020661, 0.885417, 38.343202, 0.020122, 8.525744
"{51657, 24746, 7190}' -> '{12305, 95398, 88631}", 0.020661, 0.894737, 38.343202, 0.020122, 9.278318
"{51657, 95398, 88631}' -> '{12305, 24746, 7190}", 0.020661, 0.885417, 38.343202, 0.020122, 8.525744
"{24746, 95398, 88631}' -> '{12305, 51657, 7190}", 0.020661, 0.894737, 37.560687, 0.020111, 9.273699
"{51657, 24746, 88631}' -> '{12305, 95398, 7190}", 0.020661, 0.904255, 37.576832, 0.020111, 10.193107
"{51657, 24746, 95398}' -> '{12305, 7190, 88631}", 0.020661, 0.858586, 37.181287, 0.020105, 6.908136
"{12305, 95398, 7190, 88631}' -> '{51657, 24746}", 0.020661, 0.923913, 37.633448, 0.020112, 12.820196
